recommendation,username,name,profile_url,profile_image_url,followers_count,following_count,listed_count,created_at,tweets_found,total_likes,total_retweets,total_replies,total_engagement,engagement_rate,recommendation_reason,sample_tweet_1,sample_tweet_2,sample_tweet_3,tweet_date_1,tweet_date_2,tweet_date_3,tweet_url_1,tweet_url_2,tweet_url_3
Skip,AzrarM,Azrar Maqbool-Zetarium 🫎,https://x.com/AzrarM,https://pbs.twimg.com/profile_images/2021684610862919680/_kYEEn4n_normal.jpg,2471,4526,5,2013-01-12T07:10:37.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Euphoria_fi Waiting for code 🧑‍💻🧑‍💻🧑‍💻,,,2026-02-18T15:22:59.000Z,,,https://x.com/AzrarM/status/2024142611217313914,,
Skip,IamPurkov,Captain Pepe,https://x.com/IamPurkov,https://pbs.twimg.com/profile_images/1992296766650064896/vo_99Uap_normal.jpg,2457,864,32,2024-03-02T05:12:00.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@0xKashan @Euphoria_fi code hunt dragging on,,,2026-02-18T12:19:40.000Z,,,https://x.com/IamPurkov/status/2024096476305981781,,
Skip,Dianita120601,Dianita,https://x.com/Dianita120601,https://pbs.twimg.com/profile_images/1917988917883641856/ZmK8pYTZ_normal.jpg,2438,1269,2,2014-12-17T17:31:42.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@0xd1namit @Polymarket 5 min markets are a playground for bots now especially with that price delay,,,2026-02-12T12:15:31.000Z,,,https://x.com/Dianita120601/status/2021921103958937636,,
Skip,whangFT1,Wáng王窜,https://x.com/whangFT1,https://pbs.twimg.com/profile_images/1988864032196206592/fXYPahzS_normal.jpg,2436,2086,14,2021-01-13T12:22:26.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@zannyzette @Euphoria_fi classic testnet vibes learning the ropes before the big win,,,2026-02-18T12:01:14.000Z,,,https://x.com/whangFT1/status/2024091839146664041,,
Skip,previndale,Dale,https://x.com/previndale,https://pbs.twimg.com/profile_images/1891479292561018880/QQulpjrr_normal.jpg,2432,917,25,2016-09-29T06:27:50.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,Polymarket 5 min price markets is you playing with the devil directly. https://t.co/MgOHSMkN7o,,,2026-02-13T07:15:13.000Z,,,https://x.com/previndale/status/2022207919559991491,,
Skip,tiramitsuXBT,Tiramitsu,https://x.com/tiramitsuXBT,https://pbs.twimg.com/profile_images/1996605497479405568/qyhloeBi_normal.jpg,2388,2502,10,2024-07-19T03:44:40.000Z,2,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@zannyzette @Euphoria_fi Testnet losses are cheap lessons
Strategy beats random taps every time","@Autosultan_team @Euphoria_fi Gamified perps attract users
Risk management will decide if it lasts",,2026-02-18T12:08:41.000Z,2026-02-18T12:00:14.000Z,,https://x.com/tiramitsuXBT/status/2024093710347129012,https://x.com/tiramitsuXBT/status/2024091585940734093,
Skip,abhi_blockchain,Abhishek Sharma,https://x.com/abhi_blockchain,https://pbs.twimg.com/profile_images/1709230365322448897/GdmpixZ7_normal.jpg,2304,898,8,2010-08-23T05:40:39.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"All the market makers, 

Are you doing this for @Polymarket 5 min trading bets ? https://t.co/8HXXQymX9p",,,2026-02-13T08:09:12.000Z,,,https://x.com/abhi_blockchain/status/2022221503648137441,,
Skip,APEXIKARU,IKARU,https://x.com/APEXIKARU,https://pbs.twimg.com/profile_images/2018584141487321088/U5NcwPKn_normal.jpg,2299,2131,12,2024-05-18T15:28:45.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@0xdodo @Euphoria_fi Are you ranking well at all?,,,2026-02-18T13:46:45.000Z,,,https://x.com/APEXIKARU/status/2024118393092100386,,
Skip,markdino_02,"emdeee02 | (❖,❖) | base.eth",https://x.com/markdino_02,https://pbs.twimg.com/profile_images/2023671245200617472/45o9dwuk_normal.jpg,2260,3426,15,2016-06-26T19:52:24.000Z,2,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@zannyzette @Euphoria_fi The ecosystem incentives appear structured to reward both early supporters and long term contributors fairly.,@Autosultan_team @Euphoria_fi It is great to witness steady development progress even during challenging market conditions like these.,,2026-02-18T13:58:11.000Z,2026-02-18T13:53:09.000Z,,https://x.com/markdino_02/status/2024121269445185705,https://x.com/markdino_02/status/2024120001410609228,
Skip,rwp_riti,riti.hl,https://x.com/rwp_riti,https://pbs.twimg.com/profile_images/2000679668958007303/LO31uy_5_normal.jpg,2184,1275,1,2021-10-09T18:09:40.000Z,3,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@Euphoria_fi 69 is a vibe, energy is flowing strong af","@0xcoconutt @caseycraig @Euphoria_fi euphoria vibes hitting hard, testnets pave the way to mainnet magic","@0xKaps @Euphoria_fi megaeth bringing the vibes back, fun is the secret sauce fr",2026-02-18T19:47:21.000Z,2026-02-18T18:36:45.000Z,2026-02-18T17:55:55.000Z,https://x.com/rwp_riti/status/2024209139224731843,https://x.com/rwp_riti/status/2024191374094983431,https://x.com/rwp_riti/status/2024181094610874419
Skip,0xnevo,nevo,https://x.com/0xnevo,https://pbs.twimg.com/profile_images/2008082601081229312/dq_F1nyw_normal.jpg,2155,1433,4,2024-10-23T14:40:15.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Euphoria_fi Can I get a code please 🙏🥺,,,2026-02-18T19:56:36.000Z,,,https://x.com/0xnevo/status/2024211468703461628,,
Skip,Jjinwoo30,Jinwoo,https://x.com/Jjinwoo30,https://pbs.twimg.com/profile_images/1970448288164798464/4brrQSKi_normal.jpg,2154,4411,7,2018-02-28T07:08:16.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Euphoria_fi give code please,,,2026-02-18T19:55:26.000Z,,,https://x.com/Jjinwoo30/status/2024211174578110702,,
Skip,0xdipeth,0xdip.eth,https://x.com/0xdipeth,https://pbs.twimg.com/profile_images/2002568496400789504/2FLuMa2Z_normal.jpg,2154,652,26,2021-08-30T15:31:15.000Z,2,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@zannyzette @Euphoria_fi This milestone pushes crypto beyond surface metrics,@Autosultan_team @Euphoria_fi euphoria aligns incentives with actual effort,,2026-02-18T12:51:36.000Z,2026-02-18T12:33:48.000Z,,https://x.com/0xdipeth/status/2024104513423208494,https://x.com/0xdipeth/status/2024100034677964989,
Skip,VadimWright,"Vadim Wright (❖,❖)",https://x.com/VadimWright,https://pbs.twimg.com/profile_images/1909001470269071360/-OxSL7P5_normal.jpg,2154,463,5,2012-09-12T16:19:25.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@mustafap0ly @Polymarket 5 min markets? that's wild, gonna check it out",,,2026-02-12T14:40:55.000Z,,,https://x.com/VadimWright/status/2021957694765273123,,
Skip,avarinjung,Alizza Chu ⚡💜,https://x.com/avarinjung,https://pbs.twimg.com/profile_images/1985321292443406336/sOJQ0JS-_normal.jpg,2145,3360,26,2022-08-23T15:28:08.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Nikitont @Euphoria_fi interesting sounds like a fun,,,2026-02-18T15:02:09.000Z,,,https://x.com/avarinjung/status/2024137366361760157,,
Skip,0xHanssfzl,0xHanss ×̷̷͜×̷,https://x.com/0xHanssfzl,https://pbs.twimg.com/profile_images/2022539443455045632/03c4XgiM_normal.jpg,2139,1713,4,2024-06-04T20:38:08.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@zannyzette @Euphoria_fi sounds like a fun challenge with tapathon good luck with perfecting your strategy,,,2026-02-18T13:48:20.000Z,,,https://x.com/0xHanssfzl/status/2024118791081218049,,
Skip,zoop_t,Zoop,https://x.com/zoop_t,https://pbs.twimg.com/profile_images/2018733555023540224/mn9PjIF8_normal.jpg,2095,1160,50,2024-03-15T07:55:58.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@dankerwim @Euphoria_fi @404bunnies @deadbitnation Seriously,,,2026-02-18T18:57:38.000Z,,,https://x.com/zoop_t/status/2024196628777967619,,
Skip,MaxVoshchansky,Max,https://x.com/MaxVoshchansky,https://pbs.twimg.com/profile_images/1984273175425802240/EulqKBqv_normal.png,2079,502,15,2025-04-12T10:36:48.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@zeroxflashboy How does Polymarket 5min markets work?,,,2026-02-13T17:28:09.000Z,,,https://x.com/MaxVoshchansky/status/2022362167400710331,,
Skip,dragonfluss,FLUSSMANE YES Kardlady Makeooooor-🏴‍☠️,https://x.com/dragonfluss,https://pbs.twimg.com/profile_images/2023555511048957953/MXJefJZ__normal.jpg,2063,253,10,2022-03-25T18:05:49.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"Polymarket 5min BTC market
Blablablablablalphablabla

The market is designed to follow Chainlink almost perfectly. If you can get the Chainlink price faster than their integration updates, you might have a micro-edge, but automated systems likely already exploit this.",,,2026-02-16T18:51:26.000Z,,,https://x.com/dragonfluss/status/2023470289842303043,,
Skip,Marhmood75,marhmood75,https://x.com/Marhmood75,https://pbs.twimg.com/profile_images/1994775000771952640/mywpb0vG_normal.jpg,2056,1631,17,2019-07-14T05:21:29.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Kikispams @Euphoria_fi not me,,,2026-02-18T14:12:58.000Z,,,https://x.com/Marhmood75/status/2024124990157713885,,
Skip,Aldred999,MashAllah,https://x.com/Aldred999,https://pbs.twimg.com/profile_images/1905914666599002112/et-v1jMl_normal.jpg,2014,983,33,2021-04-18T08:50:44.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Euphoria_fi Need a code intern,,,2026-02-18T19:56:48.000Z,,,https://x.com/Aldred999/status/2024211517781024956,,
Skip,alexkarn13,DegenVibes,https://x.com/alexkarn13,https://pbs.twimg.com/profile_images/1966413107149807617/eO48YPBS_normal.png,2003,819,25,2015-06-27T19:19:42.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@ggwp_pump @Polymarket Polymarket 5 min BTC markets running on Chainlink oracles create that brief window where faster data wins,,,2026-02-18T07:49:28.000Z,,,https://x.com/alexkarn13/status/2024028479000363384,,
Skip,uuryetkindeveci,Ugur.ETH,https://x.com/uuryetkindeveci,https://pbs.twimg.com/profile_images/1967568341893255168/ow31D1k7_normal.jpg,1981,1192,3,2011-08-06T11:05:16.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@0xdodo @Euphoria_fi haha rolex dreams rip,,,2026-02-18T17:14:20.000Z,,,https://x.com/uuryetkindeveci/status/2024170631009620312,,
Skip,TraderOzy,Ozymandias,https://x.com/TraderOzy,https://pbs.twimg.com/profile_images/1998891046915182592/9Yc9tXNJ_normal.jpg,1968,1623,26,2021-11-17T11:24:15.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@Euphoria_fi after a while, the process starts to feel routine and you find yourself repeating the same things over and over. 

since it's just a testnet, I don't think I need to take it too seriously anymore because I’ve already reached 200%. 

from now on, I guess I'll just go with the flow",,,2026-02-18T16:44:49.000Z,,,https://x.com/TraderOzy/status/2024163204457213982,,
Skip,IpNobody,Nobody,https://x.com/IpNobody,https://pbs.twimg.com/profile_images/2005250079968710656/C4HZk0cq_normal.jpg,1927,1829,26,2013-03-01T15:43:47.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Euphoria_fi Can i get Access?,,,2026-02-18T15:23:08.000Z,,,https://x.com/IpNobody/status/2024142648399823153,,
Skip,sukiyumee,suki🤍,https://x.com/sukiyumee,https://pbs.twimg.com/profile_images/1893770271741411328/Yw1BLOHF_normal.jpg,1860,1414,8,2021-03-14T21:35:42.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Kikispams @Euphoria_fi Sorry,,,2026-02-18T14:01:06.000Z,,,https://x.com/sukiyumee/status/2024122004752732305,,
Skip,LordOfWarX,0xLoW,https://x.com/LordOfWarX,https://pbs.twimg.com/profile_images/1699965043998404608/0QUn4Djx_normal.jpg,1824,117,1,2023-06-06T04:27:19.000Z,2,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@RealestIntern @Realbet @Euphoria_fi Open to all,@RealestIntern @Realbet @Euphoria_fi No code,,2026-02-18T12:29:13.000Z,2026-02-18T12:22:52.000Z,,https://x.com/LordOfWarX/status/2024098878879093050,https://x.com/LordOfWarX/status/2024097282883264935,
Skip,0xWalido,W4lid0 | Σ:,https://x.com/0xWalido,https://pbs.twimg.com/profile_images/1972087381739069440/1ZOTsNSb_normal.jpg,1791,1881,16,2011-05-15T17:39:11.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@nftsamuraii @Euphoria_fi with only +$206😅,,,2026-02-18T14:49:28.000Z,,,https://x.com/0xWalido/status/2024134174613909581,,
Skip,0xRiim,0xRiim,https://x.com/0xRiim,https://pbs.twimg.com/profile_images/1993018149650788352/hi10IErd_normal.jpg,1699,916,40,2023-04-24T13:44:11.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@Euphoria_fi I’ll take a code, I’m euphoric",,,2026-02-18T19:16:31.000Z,,,https://x.com/0xRiim/status/2024201379875529090,,
Skip,ibmcrypt_sol,Ibmcrypt🪖,https://x.com/ibmcrypt_sol,https://pbs.twimg.com/profile_images/1966764585597214720/s5k-dcmF_normal.jpg,1685,1544,19,2024-10-08T11:37:19.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@0xfarmor @Euphoria_fi omo this is crazy Gustavo

why do they do this to us",,,2026-02-18T16:06:12.000Z,,,https://x.com/ibmcrypt_sol/status/2024153487190172084,,
Skip,A_C_Effect,ACE.META by A.C.E,https://x.com/A_C_Effect,https://pbs.twimg.com/profile_images/1875993875564613632/8hpziiZD_normal.jpg,1613,39,2,2021-12-12T21:06:32.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,⚡ Polymarket 5min up/down crypto markets live via Chainlink. Traders already up $87k. CT alpha. Jump into short-term trades. 📈 #Polymarket #Crypto,,,2026-02-14T16:19:56.000Z,,,https://x.com/A_C_Effect/status/2022707388953039183,,
Skip,Tolulopenoch_,ToluCrypt.base.eth🀄️🐉,https://x.com/Tolulopenoch_,https://pbs.twimg.com/profile_images/1964262530198499328/tJwOpp6l_normal.jpg,1587,991,6,2023-04-13T18:04:29.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@whyalwaysellis @Euphoria_fi @DefiDougi Code no work o,,,2026-02-18T17:02:47.000Z,,,https://x.com/Tolulopenoch_/status/2024167726932005321,,
Skip,LegoJL5,🫎 hepybee.base.eth,https://x.com/LegoJL5,https://pbs.twimg.com/profile_images/2022550454664830976/vIeHag4a_normal.jpg,1582,5447,4,2009-09-09T12:13:07.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@Autosultan_team @Euphoria_fi euphoria revolutionizes trading with fun, social, and mobile-first experience.",,,2026-02-18T12:12:31.000Z,,,https://x.com/LegoJL5/status/2024094677792940489,,
Skip,CJ_FANTASTIC1,Patrick.crypt👾🦇,https://x.com/CJ_FANTASTIC1,https://pbs.twimg.com/profile_images/2007481646480556032/mvrnmKB5_normal.jpg,1506,1297,13,2019-10-16T09:01:29.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,Even grok can’t help you in that polymarket 5min bet😂.,,,2026-02-16T16:09:33.000Z,,,https://x.com/CJ_FANTASTIC1/status/2023429553499332668,,
Skip,Syedyousef16,The Sigma Trader ( Crypto arc ),https://x.com/Syedyousef16,https://pbs.twimg.com/profile_images/2023836867641446400/9lqHgv0G_normal.jpg,1485,625,14,2023-04-03T09:30:30.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Euphoria_fi Bro give me the code plz,,,2026-02-18T19:28:15.000Z,,,https://x.com/Syedyousef16/status/2024204331986345987,,
Skip,minako_rpm,minako,https://x.com/minako_rpm,https://pbs.twimg.com/profile_images/2013590037418344448/1jPb4EtE_normal.jpg,1457,1855,1,2025-05-17T11:40:36.000Z,2,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@zannyzette @Euphoria_fi love that it actually forces you to think about price instead of blind tapping, testnet losses are the best kind of lessons",@Autosultan_team @Euphoria_fi making trading feel more social and mobile-first is interesting,,2026-02-18T13:16:13.000Z,2026-02-18T12:23:16.000Z,,https://x.com/minako_rpm/status/2024110708414451972,https://x.com/minako_rpm/status/2024097383198728214,
Skip,HoSieMun,Simon 何思敏,https://x.com/HoSieMun,https://pbs.twimg.com/profile_images/1966488654089797632/SeN8cXwv_normal.jpg,1453,1397,9,2021-03-10T00:19:27.000Z,2,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@zannyzette @Euphoria_fi Getting rekt on testnet is the best way to learn without losing real assets.,@Autosultan_team @Euphoria_fi Making derivatives as intuitive as scrolling a feed is exactly what retail onboarding needs.,,2026-02-18T12:28:06.000Z,2026-02-18T12:08:00.000Z,,https://x.com/HoSieMun/status/2024098598401474706,https://x.com/HoSieMun/status/2024093542058987894,
Skip,OritsetsemayeL,"B.Ł.Ų.Ĕ (❖,❖)☂️",https://x.com/OritsetsemayeL,https://pbs.twimg.com/profile_images/1993582677589405696/q202nZas_normal.jpg,1450,4715,18,2020-05-29T07:00:42.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@TraderOzy @Euphoria_fi Do you have a code?,,,2026-02-18T19:17:55.000Z,,,https://x.com/OritsetsemayeL/status/2024201731429589058,,
Skip,0xKashan,Kxn,https://x.com/0xKashan,https://pbs.twimg.com/profile_images/2009873221299122184/15L61K1h_normal.jpg,1419,2961,28,2022-08-29T12:52:21.000Z,2,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Euphoria_fi Will be there,@Euphoria_fi Open the gate I wanna join😭,,2026-02-18T15:36:37.000Z,2026-02-18T15:23:23.000Z,,https://x.com/0xKashan/status/2024146042367951339,https://x.com/0xKashan/status/2024142711284998597,
Skip,HuyNDVT90,HuyND90,https://x.com/HuyNDVT90,https://pbs.twimg.com/profile_images/2021273390909358082/8JNOoTVS_normal.jpg,1400,1199,5,2014-09-06T17:26:20.000Z,2,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@Euphoria_fi top 3 king day 2....,@Euphoria_fi Em and i joined,,2026-02-18T17:22:45.000Z,2026-02-18T16:15:55.000Z,,https://x.com/HuyNDVT90/status/2024172748352696633,https://x.com/HuyNDVT90/status/2024155928829042711,
Skip,aykenonchain,Ayken,https://x.com/aykenonchain,https://pbs.twimg.com/profile_images/2001198751382114306/n59ho4lp_normal.jpg,1272,260,,2022-09-25T12:04:00.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@0xCSauron @Euphoria_fi good luck with your nft journey,,,2026-02-18T19:19:09.000Z,,,https://x.com/aykenonchain/status/2024202043506708766,,
Skip,mrffalb,MrBnW2023,https://x.com/mrffalb,https://pbs.twimg.com/profile_images/1993607231938686976/-UEWumR-_normal.jpg,1271,1435,,2024-04-02T17:28:03.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@zannyzette @Euphoria_fi Haha, getting rekt on testnet is part of the fun, excited to see strategies evolve 👀",,,2026-02-18T13:53:53.000Z,,,https://x.com/mrffalb/status/2024120187247644692,,
Skip,bitberryac,lite💜,https://x.com/bitberryac,https://pbs.twimg.com/profile_images/1917085048752447488/hQNDD1mz_normal.jpg,1248,4602,19,2021-01-02T12:28:40.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,@DefiDougi @Euphoria_fi thx happy trading load to 1st,,,2026-02-18T13:42:53.000Z,,,https://x.com/bitberryac/status/2024117417429926309,,
Skip,HB_hira1,Hira,https://x.com/HB_hira1,https://pbs.twimg.com/profile_images/1867185610659614720/T6q_n1uq_normal.jpg,1239,7498,20,2021-12-16T14:16:24.000Z,1,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"Need a @Euphoria_fi testnet topoff, already got blown out https://t.co/NxI6frvPBc",,,2026-02-18T12:46:31.000Z,,,https://x.com/HB_hira1/status/2024103233657225243,,
Skip,g3lu06,06elu.eth🔮🌐☮️🍳🌈,https://x.com/g3lu06,https://pbs.twimg.com/profile_images/1905006160509337600/IpXcGH-c_normal.jpg,1200,4132,69,2009-05-18T18:32:03.000Z,2,0,0,0,0,0.0000,No engagement on found tweets — dead audience,"@Euphoria_fi code pls! 

gimme intern",@Euphoria_fi do the same in my inbox with a code https://t.co/3ZRrEVAVFs,,2026-02-18T19:49:13.000Z,2026-02-18T15:59:17.000Z,,https://x.com/g3lu06/status/2024209607657509207,https://x.com/g3lu06/status/2024151742682644896,
